Local authority code,Local authority name,LSOA code,LSOA name,Median House Price 2022,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against The Person,Total Crime 2022,IMD Score,Income Deprivation Score,Employment Deprivation Score,Education Deprivation Score,Health Deprivation Score,Crime Score,Housing and Services Deprivation Score,Living Environment Deprivation Score,Total Population 2015,Average PTAI 2015,PTAL
E09000021,Kingston upon Thames,E01003010,Kingston upon Thames 001E,1075000.0,0.0,4.0,4.0,1.0,0.0,2.0,1.0,14.0,10.0,5.0,41.0,4.323,0.024,0.03,0.413,-1.266,-0.227,15.169,21.451,1459,4.37413,1b
E09000021,Kingston upon Thames,E01003011,Kingston upon Thames 004E,679950.0,2.0,13.0,25.0,1.0,1.0,1.0,2.0,23.0,14.0,18.0,100.0,6.829,0.05,0.042,0.369,-1.543,-0.384,17.859,29.345,1837,5.11657,2
E09000022,Lambeth,E01003013,Lambeth 036A,537500.0,34.0,47.0,67.0,4.0,17.0,97.0,65.0,515.0,16.0,335.0,1197.0,12.271,0.029,0.015,1.054,0.064,0.039,26.675,48.038,1671,76.1444,6b
E09000022,Lambeth,E01003014,Lambeth 036B,707500.0,12.0,15.0,23.0,4.0,2.0,16.0,7.0,63.0,7.0,70.0,219.0,26.261,0.141,0.084,20.544,0.012,1.184,28.101,38.483,1656,63.6987,6b
E09000022,Lambeth,E01003015,Lambeth 002A,360000.0,10.0,9.0,6.0,1.0,2.0,5.0,7.0,15.0,10.0,29.0,94.0,26.682,0.192,0.12,13.621,0.132,-0.221,30.212,40.269,1700,18.3133,4
E09000022,Lambeth,E01003016,Lambeth 036C,875000.0,13.0,14.0,32.0,2.0,3.0,14.0,30.0,235.0,5.0,53.0,401.0,13.265,0.051,0.035,7.994,-0.187,-0.296,33.821,38.094,2628,106.841,6b
E09000022,Lambeth,E01003017,Lambeth 036D,777000.0,12.0,14.0,12.0,3.0,2.0,25.0,25.0,191.0,6.0,104.0,394.0,23.436,0.123,0.102,9.464,0.138,0.339,28.307,45.328,1928,107.861,6b
E09000022,Lambeth,E01003018,Lambeth 020A,525000.0,13.0,19.0,9.0,1.0,6.0,20.0,11.0,66.0,21.0,72.0,238.0,22.512,0.084,0.054,4.267,0.219,0.97,25.898,62.774,2224,20.885,5
E09000022,Lambeth,E01003019,Lambeth 015A,667500.0,6.0,15.0,2.0,0.0,1.0,8.0,5.0,34.0,15.0,36.0,122.0,18.843,0.114,0.07,3.255,0.054,0.599,25.39,37.759,1990,13.2646,3
E09000022,Lambeth,E01003020,Lambeth 016A,743945.0,21.0,18.0,7.0,3.0,2.0,27.0,10.0,94.0,23.0,65.0,270.0,24.0,0.122,0.09,7.577,0.056,1.237,26.699,37.517,1692,34.9462,6a
E09000022,Lambeth,E01003021,Lambeth 021A,540000.0,15.0,11.0,10.0,29.0,2.0,11.0,7.0,26.0,9.0,98.0,218.0,33.319,0.184,0.126,17.378,1.178,0.703,29.784,36.365,1787,14.6321,3
E09000022,Lambeth,E01003022,Lambeth 021B,520000.0,9.0,9.0,5.0,1.0,0.0,10.0,2.0,29.0,15.0,32.0,112.0,20.494,0.122,0.076,6.689,0.378,0.072,26.567,41.223,1769,11.2244,3
E09000022,Lambeth,E01003023,Lambeth 021C,499995.0,10.0,15.0,15.0,2.0,1.0,21.0,12.0,73.0,12.0,53.0,214.0,19.316,0.114,0.053,7.119,0.3,0.201,25.552,47.215,2654,22.0629,5
E09000022,Lambeth,E01003024,Lambeth 021D,326786.5,7.0,14.0,12.0,3.0,3.0,20.0,4.0,35.0,11.0,52.0,161.0,31.514,0.222,0.113,13.335,0.56,0.949,32.059,31.736,1714,18.3711,4
E09000022,Lambeth,E01003025,Lambeth 021E,479520.0,4.0,10.0,6.0,1.0,4.0,5.0,2.0,21.0,14.0,30.0,97.0,21.733,0.15,0.084,13.812,0.079,0.349,28.119,30.744,2198,14.2117,3
E09000022,Lambeth,E01003026,Lambeth 019A,892500.0,5.0,9.0,5.0,0.0,2.0,8.0,12.0,56.0,22.0,32.0,151.0,17.427,0.075,0.033,4.582,0.214,0.894,19.326,50.542,1545,17.087,4
E09000022,Lambeth,E01003027,Lambeth 019B,1625000.0,13.0,12.0,2.0,0.0,0.0,0.0,2.0,13.0,18.0,13.0,73.0,10.074,0.023,0.019,0.819,-0.758,0.483,18.564,47.357,1336,10.4829,3
E09000022,Lambeth,E01003028,Lambeth 019C,1445000.0,11.0,13.0,1.0,2.0,0.0,1.0,1.0,18.0,25.0,18.0,90.0,19.787,0.12,0.07,6.041,0.458,0.176,23.454,40.636,1581,7.07734,2
E09000022,Lambeth,E01003029,Lambeth 017A,615000.0,10.0,14.0,5.0,5.0,1.0,9.0,1.0,23.0,23.0,26.0,117.0,19.197,0.116,0.071,2.924,0.443,0.27,27.979,33.346,1800,16.1552,4
E09000022,Lambeth,E01003030,Lambeth 019D,690000.0,7.0,16.0,6.0,1.0,0.0,16.0,10.0,46.0,15.0,55.0,172.0,16.656,0.061,0.036,4.776,-0.16,0.639,23.245,57.98,1924,18.5586,4
E09000022,Lambeth,E01003031,Lambeth 023A,459000.0,5.0,8.0,9.0,2.0,0.0,5.0,2.0,9.0,13.0,24.0,77.0,23.596,0.171,0.09,11.989,0.529,-0.229,26.294,36.297,1651,11.591,3
E09000022,Lambeth,E01003032,Lambeth 017B,505000.0,14.0,17.0,12.0,2.0,1.0,19.0,2.0,57.0,9.0,71.0,204.0,31.549,0.202,0.138,4.724,0.336,0.6,29.998,52.484,1685,26.4755,6a
E09000022,Lambeth,E01003033,Lambeth 019E,867500.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,17.0,24.0,63.0,14.91,0.078,0.055,2.914,-0.365,0.234,22.521,46.931,1563,10.8363,3
E09000022,Lambeth,E01003034,Lambeth 012A,657500.0,9.0,14.0,7.0,1.0,2.0,4.0,0.0,33.0,18.0,23.0,111.0,18.498,0.135,0.077,4.648,-0.103,0.04,28.972,32.706,1793,10.543,3
E09000022,Lambeth,E01003035,Lambeth 012B,520000.0,21.0,26.0,12.0,3.0,4.0,35.0,28.0,332.0,31.0,170.0,662.0,24.936,0.122,0.071,4.396,0.065,1.722,24.271,45.06,1612,26.5789,6a
E09000022,Lambeth,E01003036,Lambeth 012C,737500.0,9.0,11.0,2.0,1.0,1.0,2.0,2.0,17.0,16.0,26.0,87.0,24.245,0.138,0.096,17.339,0.287,0.776,25.188,33.028,1706,15.0854,4
E09000022,Lambeth,E01003037,Lambeth 013A,473000.0,12.0,14.0,7.0,0.0,2.0,28.0,10.0,59.0,7.0,69.0,208.0,38.342,0.233,0.165,10.113,1.445,0.743,27.51,36.65,1393,13.9905,3
E09000022,Lambeth,E01003038,Lambeth 013B,700000.0,6.0,16.0,1.0,0.0,0.0,3.0,1.0,26.0,27.0,19.0,99.0,14.932,0.06,0.031,4.762,-0.333,0.661,20.292,53.881,1728,20.8984,5
E09000022,Lambeth,E01003039,Lambeth 013C,705000.0,13.0,31.0,6.0,2.0,1.0,24.0,13.0,145.0,41.0,55.0,331.0,10.643,0.041,0.029,4.572,-0.498,0.293,23.293,38.574,2306,27.0005,6a
E09000022,Lambeth,E01003040,Lambeth 013D,650000.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,12.0,11.0,19.0,61.0,21.291,0.092,0.069,6.594,-0.033,0.66,23.996,59.745,1333,20.5203,5
E09000022,Lambeth,E01003041,Lambeth 017C,525000.0,17.0,24.0,11.0,3.0,4.0,23.0,16.0,129.0,14.0,94.0,335.0,34.66,0.192,0.111,16.855,0.621,1.753,28.323,40.318,1563,31.3175,6a
E09000022,Lambeth,E01003042,Lambeth 013E,612500.0,3.0,3.0,2.0,0.0,0.0,4.0,7.0,21.0,7.0,27.0,74.0,26.014,0.155,0.118,8.649,0.644,0.471,25.92,35.085,1129,19.7273,4
E09000022,Lambeth,E01003043,Lambeth 018A,715000.0,6.0,9.0,4.0,5.0,1.0,5.0,1.0,14.0,12.0,20.0,77.0,23.727,0.157,0.093,5.048,0.081,0.671,28.191,39.594,1678,30.5943,6a
E09000022,Lambeth,E01003044,Lambeth 018B,336500.0,5.0,13.0,0.0,0.0,1.0,8.0,0.0,13.0,2.0,25.0,67.0,43.069,0.271,0.213,16.471,0.758,-0.131,37.928,51.469,916,13.5642,3
E09000022,Lambeth,E01003045,Lambeth 011A,435000.0,11.0,5.0,9.0,4.0,3.0,8.0,4.0,23.0,10.0,52.0,129.0,38.842,0.282,0.166,21.069,0.491,0.73,31.557,38.611,1997,19.1527,4
E09000022,Lambeth,E01003046,Lambeth 009A,442000.0,5.0,10.0,6.0,1.0,1.0,3.0,3.0,15.0,12.0,36.0,92.0,33.936,0.24,0.151,21.117,0.176,-0.004,39.237,36.831,1747,11.945,3
E09000022,Lambeth,E01003047,Lambeth 011B,587500.0,86.0,37.0,128.0,13.0,21.0,188.0,97.0,579.0,34.0,431.0,1614.0,39.632,0.238,0.13,14.578,0.576,2.063,35.586,38.39,1717,45.9036,6b
E09000022,Lambeth,E01003048,Lambeth 009B,392361.92217325995,7.0,5.0,11.0,1.0,1.0,6.0,4.0,22.0,16.0,44.0,117.0,37.906,0.276,0.165,23.276,0.492,0.705,30.581,34.962,1799,18.2033,4
E09000022,Lambeth,E01003049,Lambeth 011C,553750.0,16.0,13.0,16.0,2.0,3.0,10.0,2.0,27.0,7.0,72.0,168.0,39.746,0.267,0.149,16.631,0.772,1.16,34.589,37.843,1657,29.2748,6a
E09000022,Lambeth,E01003050,Lambeth 016B,575550.0,14.0,28.0,27.0,1.0,3.0,35.0,12.0,49.0,20.0,86.0,275.0,27.883,0.122,0.066,12.772,0.051,1.684,28.747,54.378,1799,39.9008,6a
E09000022,Lambeth,E01003051,Lambeth 018C,537000.0,17.0,29.0,17.0,1.0,5.0,25.0,16.0,58.0,14.0,83.0,265.0,36.268,0.221,0.127,17.496,0.544,1.258,34.164,43.131,1852,22.2659,5
E09000022,Lambeth,E01003052,Lambeth 016C,586366.5712210695,16.0,17.0,14.0,2.0,4.0,12.0,2.0,44.0,15.0,67.0,193.0,40.689,0.278,0.159,20.334,0.234,1.113,33.452,49.463,1934,24.6214,5
E09000022,Lambeth,E01003053,Lambeth 015B,700000.0,16.0,21.0,9.0,1.0,1.0,11.0,6.0,40.0,16.0,41.0,162.0,23.236,0.08,0.059,7.604,0.209,1.59,22.924,50.927,1686,30.8491,6a
E09000022,Lambeth,E01003054,Lambeth 015C,620000.0,8.0,18.0,7.0,0.0,0.0,14.0,10.0,36.0,20.0,44.0,157.0,21.766,0.066,0.037,14.245,0.507,1.415,21.474,48.03,1838,28.8988,6a
E09000022,Lambeth,E01003055,Lambeth 016D,522500.0,32.0,25.0,16.0,6.0,8.0,63.0,38.0,319.0,18.0,139.0,664.0,34.093,0.168,0.102,15.744,0.595,2.01,27.563,45.176,1634,37.587,6a
E09000022,Lambeth,E01003056,Lambeth 015D,634000.0,13.0,10.0,7.0,2.0,1.0,5.0,3.0,26.0,14.0,54.0,135.0,29.918,0.17,0.116,7.662,0.722,0.098,28.025,59.298,1572,22.9267,5
E09000022,Lambeth,E01003057,Lambeth 017D,675000.0,12.0,10.0,10.0,0.0,1.0,5.0,4.0,12.0,18.0,44.0,116.0,36.558,0.236,0.164,11.925,0.939,0.869,29.864,34.848,1626,24.6367,5
E09000022,Lambeth,E01003058,Lambeth 015E,600000.0,14.0,19.0,10.0,1.0,1.0,8.0,4.0,30.0,17.0,41.0,145.0,24.327,0.135,0.076,9.855,0.323,0.342,25.382,57.935,1855,21.9789,5
E09000022,Lambeth,E01003059,Lambeth 011D,467975.0,15.0,7.0,12.0,6.0,2.0,13.0,5.0,34.0,8.0,43.0,145.0,39.166,0.231,0.132,26.114,0.853,0.47,33.873,59.898,1589,23.0769,5
E09000022,Lambeth,E01003060,Lambeth 011E,516000.0,14.0,18.0,3.0,1.0,0.0,6.0,3.0,30.0,4.0,38.0,117.0,36.815,0.248,0.129,22.254,0.243,1.348,30.388,42.088,1487,35.4203,6a
E09000022,Lambeth,E01003061,Lambeth 011F,475000.0,19.0,21.0,17.0,1.0,3.0,39.0,21.0,458.0,12.0,128.0,719.0,37.895,0.136,0.097,21.911,0.367,2.099,32.816,80.291,1160,38.1137,6a
E09000022,Lambeth,E01003062,Lambeth 033A,390000.0,14.0,11.0,11.0,1.0,4.0,16.0,19.0,37.0,20.0,72.0,205.0,22.44,0.147,0.084,8.429,-0.129,0.681,27.33,39.605,1877,21.5518,5
E09000022,Lambeth,E01003063,Lambeth 033B,469267.5,15.0,10.0,10.0,2.0,0.0,8.0,4.0,11.0,10.0,38.0,108.0,37.714,0.246,0.164,16.789,0.722,0.691,39.093,31.829,1452,11.8555,3
E09000022,Lambeth,E01003064,Lambeth 028A,565393.0,9.0,14.0,5.0,0.0,0.0,6.0,5.0,9.0,18.0,19.0,85.0,12.812,0.059,0.048,4.238,-0.5,0.168,22.666,44.133,1509,5.58747,2
E09000022,Lambeth,E01003065,Lambeth 031A,515000.0,16.0,9.0,5.0,2.0,2.0,5.0,0.0,16.0,11.0,34.0,100.0,41.077,0.279,0.195,19.628,1.066,0.551,32.076,27.763,1559,6.48521,2
E09000022,Lambeth,E01003066,Lambeth 028B,466500.0,8.0,7.0,7.0,1.0,1.0,9.0,10.0,14.0,22.0,55.0,134.0,37.398,0.228,0.151,14.712,1.058,1.191,28.67,34.282,1837,14.9435,3
E09000022,Lambeth,E01003067,Lambeth 033C,693775.0,6.0,10.0,4.0,0.0,0.0,9.0,5.0,21.0,20.0,16.0,91.0,20.479,0.136,0.081,4.01,0.073,0.53,22.916,40.179,1420,9.70269,2
E09000022,Lambeth,E01003068,Lambeth 031B,421750.0,8.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,13.0,48.0,105.0,28.816,0.179,0.107,16.649,0.341,0.864,27.467,40.735,1627,8.45872,2
E09000022,Lambeth,E01003069,Lambeth 033D,567500.0,5.0,1.0,8.0,3.0,0.0,9.0,9.0,10.0,17.0,36.0,98.0,32.698,0.188,0.137,11.478,0.386,1.07,30.051,45.666,1398,8.782,2
E09000022,Lambeth,E01003070,Lambeth 033E,431000.0,10.0,4.0,8.0,1.0,2.0,9.0,8.0,10.0,10.0,38.0,100.0,43.799,0.309,0.189,24.183,0.897,0.43,39.151,31.16,1485,9.30892,2
E09000022,Lambeth,E01003071,Lambeth 018D,665000.0,8.0,32.0,6.0,2.0,0.0,12.0,4.0,51.0,21.0,33.0,169.0,16.108,0.087,0.052,4.139,-0.237,0.339,25.615,45.143,2387,19.4128,4
E09000022,Lambeth,E01003072,Lambeth 014A,1300000.0,2.0,9.0,1.0,0.0,0.0,6.0,1.0,12.0,19.0,15.0,65.0,16.47,0.099,0.066,0.991,-0.237,0.264,24.914,41.933,1887,16.3781,4
E09000022,Lambeth,E01003073,Lambeth 014B,537500.0,11.0,21.0,4.0,0.0,3.0,7.0,2.0,27.0,19.0,34.0,128.0,30.231,0.217,0.133,13.562,0.169,0.452,26.253,45.247,1790,12.0144,3
E09000022,Lambeth,E01003074,Lambeth 018E,599420.0,20.0,27.0,12.0,2.0,4.0,23.0,32.0,182.0,21.0,83.0,406.0,24.577,0.116,0.088,8.587,-0.443,1.591,25.314,43.69,2485,16.4748,4
E09000022,Lambeth,E01003075,Lambeth 009C,467000.0,12.0,8.0,5.0,1.0,0.0,5.0,2.0,14.0,17.0,42.0,106.0,42.602,0.292,0.204,24.508,0.796,0.547,31.436,34.265,1630,15.815,4
E09000022,Lambeth,E01003076,Lambeth 014C,450000.0,26.0,21.0,16.0,5.0,2.0,56.0,10.0,129.0,15.0,203.0,483.0,18.536,0.132,0.08,6.752,-0.049,0.064,27.399,31.191,2219,16.784,4
E09000022,Lambeth,E01003077,Lambeth 014D,487500.0,5.0,8.0,6.0,0.0,0.0,6.0,4.0,22.0,18.0,34.0,103.0,19.571,0.121,0.069,5.566,0.095,0.227,25.921,44.504,1949,13.715,3
E09000022,Lambeth,E01003078,Lambeth 014E,1021150.0,6.0,8.0,4.0,1.0,0.0,5.0,4.0,20.0,20.0,23.0,91.0,10.834,0.061,0.037,1.176,-0.645,0.185,19.694,41.014,1742,14.7264,3
E09000022,Lambeth,E01003079,Lambeth 027A,400000.0,15.0,14.0,17.0,2.0,3.0,20.0,6.0,47.0,23.0,69.0,216.0,30.785,0.167,0.121,14.512,0.521,0.953,31.855,40.594,1789,14.5822,3
E09000022,Lambeth,E01003080,Lambeth 027B,590000.0,5.0,10.0,5.0,1.0,2.0,5.0,0.0,15.0,29.0,37.0,109.0,18.517,0.107,0.075,4.585,-0.418,0.362,26.789,45.089,1808,13.5065,3
E09000022,Lambeth,E01003081,Lambeth 028C,502000.0,11.0,15.0,12.0,2.0,1.0,23.0,10.0,28.0,19.0,68.0,189.0,29.721,0.182,0.12,8.786,0.214,0.776,29.556,50.088,1944,18.5632,4
E09000022,Lambeth,E01003082,Lambeth 031C,515000.0,12.0,6.0,10.0,0.0,0.0,9.0,3.0,12.0,18.0,46.0,116.0,30.194,0.209,0.145,9.996,0.403,0.646,28.447,33.404,1568,15.713,4
E09000022,Lambeth,E01003083,Lambeth 030A,685000.0,5.0,7.0,7.0,1.0,1.0,6.0,2.0,14.0,17.0,16.0,76.0,19.665,0.113,0.089,3.72,-0.025,0.258,27.11,40.144,1713,9.22927,2
E09000022,Lambeth,E01003084,Lambeth 030B,496000.0,7.0,14.0,3.0,1.0,0.0,9.0,8.0,11.0,16.0,39.0,108.0,19.315,0.096,0.069,4.338,-0.444,0.686,23.429,53.99,1706,18.3197,4
E09000022,Lambeth,E01003085,Lambeth 030C,775000.0,10.0,5.0,4.0,1.0,1.0,3.0,3.0,8.0,18.0,30.0,83.0,16.358,0.078,0.056,9.219,-0.561,0.515,28.112,40.536,1877,9.49352,2
E09000022,Lambeth,E01003086,Lambeth 031D,486375.0,8.0,8.0,3.0,2.0,2.0,9.0,5.0,17.0,13.0,43.0,110.0,31.39,0.231,0.153,19.057,0.382,0.09,32.162,27.361,1822,9.36021,2
E09000022,Lambeth,E01003087,Lambeth 031E,325000.0,16.0,4.0,8.0,2.0,1.0,9.0,20.0,39.0,12.0,45.0,156.0,42.482,0.297,0.18,32.573,1.341,-0.099,30.361,28.225,1716,8.64523,2
E09000022,Lambeth,E01003088,Lambeth 010A,781000.0,9.0,11.0,5.0,1.0,1.0,6.0,5.0,40.0,5.0,34.0,117.0,32.424,0.177,0.108,10.836,0.589,1.366,30.507,45.855,1621,22.2813,5
E09000022,Lambeth,E01003089,Lambeth 008A,420000.0,14.0,17.0,12.0,1.0,2.0,14.0,11.0,23.0,4.0,54.0,152.0,31.444,0.225,0.113,17.799,-0.098,0.598,33.175,48.514,1845,12.0319,3
E09000022,Lambeth,E01003090,Lambeth 012D,527000.0,25.0,30.0,12.0,4.0,1.0,22.0,12.0,83.0,15.0,96.0,300.0,25.416,0.114,0.073,6.031,0.514,0.638,27.992,61.729,2244,27.2919,6a
E09000022,Lambeth,E01003091,Lambeth 008B,500000.0,3.0,11.0,6.0,0.0,0.0,6.0,0.0,12.0,10.0,29.0,77.0,23.431,0.17,0.079,11.709,-0.086,0.338,29.823,41.811,1608,11.2054,3
E09000022,Lambeth,E01003092,Lambeth 008C,452000.0,15.0,8.0,5.0,2.0,4.0,9.0,14.0,16.0,7.0,48.0,128.0,36.627,0.254,0.14,16.983,1.196,0.536,31.182,31.564,1923,14.3351,3
E09000022,Lambeth,E01003093,Lambeth 010B,390000.0,15.0,7.0,12.0,2.0,4.0,13.0,12.0,142.0,18.0,87.0,312.0,33.26,0.246,0.145,14.164,0.175,0.36,34.189,41.532,2668,29.4133,6a
E09000022,Lambeth,E01003094,Lambeth 010C,666250.0,5.0,4.0,13.0,2.0,0.0,4.0,1.0,14.0,16.0,13.0,72.0,30.432,0.196,0.103,6.689,0.582,1.434,25.303,37.496,1451,25.5264,6a
E09000022,Lambeth,E01003095,Lambeth 012E,627500.0,6.0,7.0,9.0,1.0,2.0,4.0,4.0,16.0,24.0,20.0,93.0,19.761,0.086,0.055,3.043,-0.087,1.289,25.304,43.804,1770,20.3382,5
E09000022,Lambeth,E01003096,Lambeth 010D,507500.0,28.0,9.0,12.0,4.0,1.0,29.0,11.0,54.0,13.0,151.0,312.0,25.455,0.096,0.057,6.706,0.703,0.949,24.003,65.015,2312,23.9323,5
E09000022,Lambeth,E01003097,Lambeth 006A,392500.0,6.0,14.0,3.0,2.0,1.0,8.0,1.0,17.0,18.0,19.0,89.0,32.154,0.2,0.144,14.919,0.894,0.331,30.081,36.001,1709,19.1563,4
E09000022,Lambeth,E01003098,Lambeth 005A,684950.0,4.0,1.0,0.0,3.0,0.0,8.0,5.0,20.0,15.0,21.0,77.0,23.401,0.144,0.076,5.265,0.041,0.712,26.436,50.5,1578,20.3637,5
E09000022,Lambeth,E01003099,Lambeth 005B,397500.0,16.0,19.0,13.0,3.0,2.0,22.0,14.0,46.0,9.0,64.0,208.0,26.601,0.159,0.082,11.998,-0.324,1.385,29.009,43.453,1794,36.3335,6a
E09000022,Lambeth,E01003100,Lambeth 005C,525822.0,9.0,16.0,12.0,0.0,0.0,8.0,6.0,31.0,14.0,29.0,125.0,16.907,0.055,0.036,7.175,-0.118,0.514,24.909,59.577,2026,29.4847,6a
E09000022,Lambeth,E01003101,Lambeth 003A,435000.0,4.0,8.0,13.0,6.0,2.0,11.0,5.0,43.0,5.0,31.0,128.0,28.222,0.187,0.117,15.818,0.449,0.492,28.441,35.928,1525,43.76,6b
E09000022,Lambeth,E01003102,Lambeth 004A,550000.0,24.0,19.0,19.0,5.0,2.0,41.0,48.0,227.0,10.0,142.0,537.0,25.93,0.131,0.101,3.85,0.071,0.893,31.413,49.58,1769,48.9786,6b
E09000022,Lambeth,E01003104,Lambeth 004C,495000.0,4.0,12.0,8.0,0.0,3.0,9.0,4.0,15.0,10.0,35.0,100.0,24.638,0.118,0.068,6.463,-0.236,0.477,30.832,80.723,1617,33.1821,6a
E09000022,Lambeth,E01003105,Lambeth 003B,491000.0,8.0,5.0,14.0,3.0,5.0,9.0,6.0,25.0,14.0,36.0,125.0,29.263,0.217,0.117,9.048,0.397,0.433,31.787,37.592,1827,34.266,6a
E09000022,Lambeth,E01003106,Lambeth 003C,580000.0,10.0,14.0,9.0,1.0,1.0,5.0,3.0,44.0,10.0,52.0,149.0,27.175,0.177,0.114,5.416,0.151,0.531,26.699,50.789,2125,24.5518,5
E09000022,Lambeth,E01003107,Lambeth 003D,745500.0,10.0,10.0,4.0,1.0,0.0,6.0,4.0,42.0,8.0,32.0,117.0,17.52,0.108,0.062,7.935,-0.334,0.094,24.217,47.358,1912,40.2344,6b
E09000022,Lambeth,E01003108,Lambeth 002B,405000.0,6.0,10.0,10.0,3.0,1.0,5.0,3.0,31.0,10.0,54.0,133.0,33.192,0.215,0.149,12.415,0.424,0.562,33.459,42.166,1568,34.503,6a
E09000022,Lambeth,E01003109,Lambeth 003E,553000.0,28.0,28.0,45.0,4.0,2.0,30.0,48.0,197.0,18.0,145.0,545.0,27.59,0.144,0.089,8.18,0.333,0.361,34.149,60.094,2727,40.5233,6b
E09000022,Lambeth,E01003110,Lambeth 002C,705000.0,12.0,17.0,11.0,1.0,0.0,5.0,3.0,27.0,17.0,48.0,141.0,17.446,0.099,0.06,5.085,-0.001,-0.075,27.186,46.01,2073,35.8431,6a
E09000022,Lambeth,E01003111,Lambeth 002D,602500.0,3.0,3.0,6.0,1.0,3.0,4.0,1.0,23.0,7.0,45.0,96.0,35.303,0.254,0.153,25.979,0.663,-0.232,31.509,37.054,1703,10.7118,3
E09000022,Lambeth,E01003112,Lambeth 002E,920500.0,17.0,9.0,10.0,0.0,1.0,7.0,8.0,32.0,3.0,55.0,142.0,29.912,0.207,0.142,12.132,0.303,0.053,32.188,39.512,1664,19.2349,4
E09000022,Lambeth,E01003113,Lambeth 032A,428000.0,11.0,11.0,2.0,0.0,2.0,6.0,4.0,17.0,9.0,50.0,112.0,23.176,0.121,0.074,12.344,0.034,0.534,27.281,53.33,2200,23.4474,5
E09000022,Lambeth,E01003114,Lambeth 032B,475000.0,18.0,10.0,6.0,1.0,2.0,34.0,20.0,97.0,21.0,71.0,280.0,22.363,0.103,0.067,6.368,-0.337,0.863,30.162,56.7,2342,23.2293,5
E09000022,Lambeth,E01003115,Lambeth 034A,434063.0,10.0,10.0,8.0,1.0,0.0,5.0,4.0,18.0,14.0,45.0,115.0,20.481,0.121,0.076,8.092,-0.036,0.412,25.904,44.365,1727,23.8308,5
E09000022,Lambeth,E01003116,Lambeth 029A,978500.0,8.0,7.0,3.0,2.0,0.0,7.0,4.0,16.0,34.0,18.0,99.0,20.465,0.097,0.079,4.763,-0.03,0.29,35.336,41.97,1750,10.7579,3
E09000022,Lambeth,E01003117,Lambeth 029B,510000.0,13.0,15.0,5.0,3.0,2.0,16.0,3.0,54.0,25.0,38.0,174.0,22.2,0.118,0.075,7.621,-0.098,0.635,26.79,52.401,2126,25.3702,6a
E09000022,Lambeth,E01003118,Lambeth 029C,565760.0,7.0,16.0,5.0,1.0,2.0,28.0,8.0,144.0,19.0,59.0,289.0,22.781,0.146,0.082,4.04,0.031,0.763,27.531,41.865,1999,24.2963,5
E09000022,Lambeth,E01003119,Lambeth 032C,519000.0,17.0,7.0,8.0,1.0,0.0,6.0,5.0,27.0,16.0,58.0,145.0,22.028,0.09,0.07,6.324,0.171,0.559,29.452,56.054,2236,25.192,6a
E09000022,Lambeth,E01003120,Lambeth 032D,408000.0,18.0,21.0,9.0,4.0,3.0,24.0,5.0,41.0,26.0,87.0,238.0,32.875,0.149,0.1,13.05,0.421,0.476,38.753,80.32,2607,32.4049,6a
E09000022,Lambeth,E01003121,Lambeth 006B,428500.5202681655,6.0,7.0,4.0,4.0,1.0,8.0,0.0,23.0,13.0,35.0,101.0,32.792,0.251,0.154,18.234,0.593,0.039,29.036,30.238,1553,15.0396,4
E09000022,Lambeth,E01003122,Lambeth 004D,475000.0,6.0,6.0,11.0,2.0,2.0,8.0,0.0,33.0,8.0,46.0,122.0,25.76,0.144,0.078,12.202,0.95,-0.602,32.306,46.378,2062,11.1862,3
E09000022,Lambeth,E01003123,Lambeth 006C,558500.0,12.0,13.0,2.0,1.0,2.0,5.0,12.0,13.0,18.0,24.0,102.0,19.16,0.104,0.071,2.154,-0.262,0.614,23.084,50.836,1618,20.2283,5
E09000022,Lambeth,E01003124,Lambeth 006D,429088.0,10.0,14.0,6.0,0.0,1.0,2.0,2.0,16.0,5.0,23.0,79.0,29.873,0.188,0.099,11.318,0.107,0.355,33.833,60.708,1483,25.4205,6a
E09000022,Lambeth,E01003125,Lambeth 006E,358000.0,7.0,7.0,12.0,4.0,4.0,6.0,6.0,14.0,8.0,44.0,112.0,30.312,0.232,0.134,18.2,0.113,0.417,30.629,32.391,1833,22.0857,5
E09000022,Lambeth,E01003126,Lambeth 008D,335000.0,8.0,17.0,5.0,0.0,3.0,15.0,10.0,46.0,13.0,46.0,163.0,28.68,0.192,0.123,12.255,0.378,0.401,31.294,37.751,1544,31.3618,6a
E09000022,Lambeth,E01003127,Lambeth 010E,780650.0,14.0,7.0,11.0,0.0,3.0,12.0,6.0,25.0,13.0,42.0,133.0,26.097,0.124,0.084,8.977,0.065,0.847,30.498,57.863,1790,29.9984,6a
E09000022,Lambeth,E01003128,Lambeth 008E,409875.0,16.0,12.0,17.0,3.0,0.0,8.0,19.0,71.0,9.0,45.0,200.0,34.369,0.224,0.136,22.721,0.551,0.58,36.209,35.137,1496,25.1733,6a
