Local authority code,Local authority name,LSOA code,LSOA name,Median House Price 2022,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against The Person,Total Crime 2022,IMD Score,Income Deprivation Score,Employment Deprivation Score,Education Deprivation Score,Health Deprivation Score,Crime Score,Housing and Services Deprivation Score,Living Environment Deprivation Score,Total Population 2015,Average PTAI 2015,PTAL
E09000020,Kensington and Chelsea,E01002898,Kensington and Chelsea 017E,1830000.0,4.0,5.0,1.0,1.0,0.0,5.0,6.0,25.0,12.0,20.0,79.0,9.458,0.034,0.013,0.777,-2.231,0.037,28.735,41.752,1705,31.0002,6a
E09000020,Kensington and Chelsea,E01002899,Kensington and Chelsea 018A,885000.0,5.0,6.0,4.0,3.0,1.0,11.0,2.0,48.0,16.0,28.0,124.0,21.45,0.135,0.113,5.284,-0.886,0.04,32.203,41.056,1573,16.5782,4
E09000020,Kensington and Chelsea,E01002900,Kensington and Chelsea 018B,2850000.0,10.0,18.0,8.0,1.0,0.0,5.0,4.0,14.0,37.0,14.0,111.0,8.274,0.01,0.008,0.845,-2.973,0.326,26.726,34.948,1554,8.05119,2
E09000020,Kensington and Chelsea,E01002901,Kensington and Chelsea 018C,1130000.0,6.0,6.0,4.0,0.0,0.0,1.0,2.0,14.0,16.0,16.0,65.0,16.507,0.072,0.019,4.584,-1.321,0.455,31.462,60.865,1345,16.9927,4
E09000020,Kensington and Chelsea,E01002902,Kensington and Chelsea 018D,1605000.0,10.0,21.0,11.0,4.0,2.0,13.0,18.0,497.0,32.0,39.0,647.0,10.759,0.049,0.036,0.797,-2.098,-0.064,31.537,39.515,1756,30.7221,6a
E09000020,Kensington and Chelsea,E01002903,Kensington and Chelsea 018E,4750000.0,15.0,12.0,4.0,0.0,0.0,15.0,8.0,171.0,57.0,30.0,312.0,7.616,0.01,0.003,0.864,-2.972,0.096,24.541,37.074,1642,19.7045,4
E09000020,Kensington and Chelsea,E01002905,Kensington and Chelsea 002B,542500.0,10.0,12.0,10.0,2.0,1.0,9.0,3.0,24.0,15.0,39.0,125.0,44.52,0.294,0.196,14.428,0.129,1.525,38.834,39.345,1542,16.0745,4
E09000020,Kensington and Chelsea,E01002906,Kensington and Chelsea 002C,788500.0,20.0,9.0,16.0,0.0,0.0,23.0,7.0,42.0,25.0,180.0,322.0,33.044,0.21,0.158,12.324,0.406,0.217,40.016,35.634,1789,11.1901,3
E09000020,Kensington and Chelsea,E01002908,Kensington and Chelsea 003D,1474975.0,17.0,6.0,8.0,2.0,0.0,9.0,2.0,15.0,20.0,32.0,111.0,26.916,0.157,0.105,4.688,0.03,0.722,34.845,46.405,1371,8.22836,2
E09000020,Kensington and Chelsea,E01002909,Kensington and Chelsea 003E,712500.0,14.0,16.0,14.0,4.0,2.0,11.0,1.0,29.0,31.0,59.0,181.0,29.726,0.193,0.146,7.526,-0.343,0.627,38.279,38.123,2097,18.9976,4
E09000020,Kensington and Chelsea,E01002910,Kensington and Chelsea 019C,1297500.0,8.0,5.0,4.0,4.0,0.0,9.0,10.0,22.0,22.0,22.0,106.0,16.317,0.101,0.065,2.476,-1.432,0.359,32.796,37.285,1473,26.3773,6a
E09000020,Kensington and Chelsea,E01002911,Kensington and Chelsea 019D,2575000.0,13.0,8.0,6.0,0.0,2.0,10.0,13.0,72.0,97.0,24.0,245.0,12.544,0.025,0.015,1.516,-2.709,0.66,26.063,55.26,1716,21.7758,5
E09000020,Kensington and Chelsea,E01002912,Kensington and Chelsea 020E,1310000.0,10.0,14.0,14.0,2.0,3.0,30.0,1.0,123.0,24.0,113.0,334.0,13.905,0.059,0.032,11.598,-0.964,0.036,30.439,46.513,1822,17.612,4
E09000020,Kensington and Chelsea,E01002913,Kensington and Chelsea 021E,1500000.0,8.0,13.0,9.0,1.0,1.0,12.0,2.0,24.0,23.0,46.0,139.0,18.046,0.107,0.062,3.343,-1.152,0.659,31.768,41.889,2121,19.0996,4
E09000020,Kensington and Chelsea,E01002914,Kensington and Chelsea 019E,2850000.0,9.0,15.0,2.0,2.0,0.0,9.0,6.0,112.0,42.0,28.0,225.0,8.875,0.03,0.012,2.692,-2.091,-0.868,33.113,38.926,1608,32.079,6a
E09000021,Kingston upon Thames,E01002915,Kingston upon Thames 014A,630000.0,3.0,6.0,0.0,1.0,1.0,4.0,1.0,5.0,10.0,9.0,40.0,8.064,0.048,0.047,5.219,-1.567,-0.461,26.65,21.459,1355,3.3283,1b
E09000021,Kingston upon Thames,E01002916,Kingston upon Thames 014B,815000.0,8.0,3.0,3.0,1.0,0.0,2.0,1.0,6.0,13.0,11.0,48.0,8.236,0.046,0.054,4.003,-1.216,0.365,14.384,22.678,1513,6.31406,2
E09000021,Kingston upon Thames,E01002917,Kingston upon Thames 014C,790000.0,1.0,4.0,3.0,0.0,0.0,11.0,0.0,5.0,14.0,12.0,50.0,4.073,0.035,0.034,1.978,-1.63,-0.547,16.076,16.781,1473,2.49089,1a
E09000021,Kingston upon Thames,E01002918,Kingston upon Thames 017A,465000.0,7.0,6.0,4.0,2.0,0.0,5.0,0.0,3.0,17.0,18.0,62.0,12.197,0.068,0.045,15.533,-0.897,-0.629,21.35,41.128,1768,3.45427,1b
E09000021,Kingston upon Thames,E01002919,Kingston upon Thames 017B,300000.0,22.0,5.0,11.0,2.0,2.0,16.0,5.0,60.0,27.0,54.0,204.0,15.611,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157,1880,5.29739,2
E09000021,Kingston upon Thames,E01002920,Kingston upon Thames 014D,765000.0,2.0,5.0,8.0,0.0,0.0,3.0,2.0,9.0,23.0,9.0,61.0,5.052,0.039,0.037,1.976,-1.154,-0.564,21.537,13.748,1650,2.91745,1b
E09000021,Kingston upon Thames,E01002921,Kingston upon Thames 011A,413750.0,1.0,13.0,4.0,1.0,0.0,2.0,2.0,10.0,12.0,27.0,72.0,15.232,0.096,0.059,10.803,-0.141,-0.142,26.657,31.071,1692,14.6424,3
E09000021,Kingston upon Thames,E01002922,Kingston upon Thames 010A,415000.0,5.0,7.0,3.0,3.0,1.0,2.0,0.0,8.0,11.0,16.0,56.0,9.061,0.063,0.041,0.762,-0.882,-0.301,29.078,22.321,1583,4.113,1b
E09000021,Kingston upon Thames,E01002923,Kingston upon Thames 013A,420000.0,11.0,3.0,4.0,1.0,1.0,11.0,1.0,17.0,14.0,67.0,130.0,30.061,0.221,0.13,22.698,0.65,-0.14,32.579,22.803,1719,9.89354,2
E09000021,Kingston upon Thames,E01002924,Kingston upon Thames 014E,910000.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,18.0,3.339,0.025,0.033,0.615,-1.405,-1.48,18.148,16.451,1553,2.6092,1b
E09000021,Kingston upon Thames,E01002925,Kingston upon Thames 013B,420000.0,9.0,5.0,8.0,0.0,1.0,9.0,3.0,22.0,22.0,27.0,106.0,11.459,0.065,0.049,2.067,-0.587,-0.792,26.784,39.361,1622,7.2534,2
E09000021,Kingston upon Thames,E01002926,Kingston upon Thames 010B,835000.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,12.0,10.0,31.0,69.0,7.351,0.044,0.037,1.675,-0.947,-1.071,26.429,27.764,1539,5.24483,2
E09000021,Kingston upon Thames,E01002927,Kingston upon Thames 008A,592500.0,5.0,2.0,4.0,0.0,1.0,4.0,1.0,4.0,6.0,13.0,40.0,12.635,0.086,0.064,3.757,-0.658,-0.098,30.041,19.875,1599,3.25582,1b
E09000021,Kingston upon Thames,E01002928,Kingston upon Thames 008B,592000.0,4.0,10.0,4.0,0.0,0.0,6.0,0.0,16.0,13.0,40.0,93.0,16.639,0.131,0.09,4.183,-0.719,-0.202,23.033,34.305,1795,6.95776,2
E09000021,Kingston upon Thames,E01002929,Kingston upon Thames 007A,1050000.0,11.0,17.0,1.0,3.0,0.0,3.0,0.0,33.0,23.0,15.0,106.0,8.833,0.04,0.046,0.666,-1.588,0.378,22.757,28.851,1608,7.38855,2
E09000021,Kingston upon Thames,E01002930,Kingston upon Thames 007B,623000.0,20.0,11.0,10.0,6.0,2.0,31.0,2.0,106.0,14.0,62.0,264.0,11.051,0.087,0.051,7.117,-1.159,-0.162,24.951,24.028,1832,13.7679,3
E09000021,Kingston upon Thames,E01002931,Kingston upon Thames 007C,721000.0,6.0,2.0,3.0,2.0,0.0,16.0,2.0,24.0,12.0,21.0,88.0,11.45,0.072,0.045,1.604,-1.38,0.635,18.871,34.618,1993,9.02801,2
E09000021,Kingston upon Thames,E01002932,Kingston upon Thames 006A,255000.0,7.0,6.0,10.0,0.0,0.0,10.0,0.0,22.0,22.0,67.0,144.0,26.643,0.19,0.135,15.714,0.158,-0.237,37.495,17.254,1899,4.00611,1b
E09000021,Kingston upon Thames,E01002933,Kingston upon Thames 004A,650000.0,7.0,6.0,3.0,0.0,0.0,2.0,2.0,11.0,11.0,34.0,76.0,15.439,0.121,0.087,4.131,-0.051,-0.615,21.849,25.58,2048,11.0644,3
E09000021,Kingston upon Thames,E01002934,Kingston upon Thames 004B,1050000.0,2.0,5.0,0.0,1.0,0.0,4.0,1.0,16.0,13.0,9.0,51.0,3.665,0.031,0.032,1.031,-1.521,-0.981,17.162,17.903,2092,3.95381,1b
E09000021,Kingston upon Thames,E01002935,Kingston upon Thames 003A,638000.0,6.0,7.0,4.0,4.0,1.0,6.0,1.0,38.0,13.0,30.0,110.0,8.24,0.061,0.036,1.145,-1.635,-0.083,22.191,29.433,2053,16.1998,4
E09000021,Kingston upon Thames,E01002937,Kingston upon Thames 004D,898449.5,8.0,3.0,2.0,1.0,1.0,4.0,1.0,13.0,13.0,8.0,54.0,5.062,0.031,0.032,1.595,-1.277,-0.59,14.924,28.865,1829,16.9282,4
E09000021,Kingston upon Thames,E01002938,Kingston upon Thames 003B,855000.0,8.0,8.0,2.0,1.0,0.0,5.0,1.0,9.0,15.0,26.0,75.0,4.776,0.039,0.038,1.172,-1.606,-0.869,13.5,26.611,2032,5.36098,2
E09000021,Kingston upon Thames,E01002939,Kingston upon Thames 018A,447500.0,8.0,10.0,5.0,4.0,1.0,7.0,1.0,16.0,9.0,33.0,94.0,12.767,0.094,0.071,15.518,-0.727,-0.158,18.712,18.652,1656,6.24298,2
E09000021,Kingston upon Thames,E01002940,Kingston upon Thames 020A,497500.0,6.0,1.0,4.0,0.0,0.0,3.0,0.0,6.0,2.0,20.0,42.0,18.071,0.114,0.096,18.418,-0.211,-0.268,24.565,24.553,1643,8.02876,2
E09000021,Kingston upon Thames,E01002941,Kingston upon Thames 018B,480000.0,16.0,0.0,2.0,0.0,1.0,5.0,0.0,24.0,7.0,27.0,82.0,9.426,0.061,0.041,8.587,-0.865,-0.237,24.233,24.488,1588,3.10789,1b
E09000021,Kingston upon Thames,E01002942,Kingston upon Thames 018C,566000.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,5.0,3.0,9.0,25.0,10.777,0.068,0.059,16.226,-0.562,0.04,12.761,19.529,1420,7.82065,2
E09000021,Kingston upon Thames,E01002943,Kingston upon Thames 020B,485000.0,12.0,2.0,3.0,0.0,1.0,6.0,0.0,11.0,5.0,48.0,88.0,16.752,0.103,0.082,27.304,-0.517,-0.328,25.144,18.715,1439,2.07403,1a
E09000021,Kingston upon Thames,E01002944,Kingston upon Thames 019A,441250.0,4.0,10.0,2.0,1.0,0.0,2.0,0.0,26.0,7.0,23.0,75.0,13.363,0.086,0.061,22.106,-0.657,-1.004,30.744,12.115,1429,3.17134,1b
E09000021,Kingston upon Thames,E01002945,Kingston upon Thames 019B,425000.0,8.0,5.0,1.0,0.0,1.0,6.0,2.0,9.0,14.0,25.0,71.0,9.082,0.059,0.045,15.159,-0.956,-0.473,21.44,19.607,1578,4.9156,1b
E09000021,Kingston upon Thames,E01002946,Kingston upon Thames 019C,442250.0,1.0,8.0,0.0,0.0,0.0,6.0,0.0,4.0,6.0,20.0,45.0,8.721,0.049,0.047,11.685,-1.167,-0.464,25.6,19.125,1502,2.88285,1b
E09000021,Kingston upon Thames,E01002947,Kingston upon Thames 019D,507500.0,4.0,5.0,0.0,2.0,0.0,2.0,0.0,3.0,12.0,24.0,52.0,7.288,0.049,0.034,13.8,-1.011,-0.093,15.333,18.218,1639,5.81889,2
E09000021,Kingston upon Thames,E01002948,Kingston upon Thames 020C,500000.0,19.0,5.0,13.0,2.0,8.0,8.0,1.0,36.0,32.0,54.0,178.0,17.875,0.137,0.091,16.26,-0.491,0.175,27.267,10.713,2217,1.23936,1a
E09000021,Kingston upon Thames,E01002949,Kingston upon Thames 020D,583000.0,5.0,4.0,1.0,2.0,1.0,5.0,0.0,10.0,4.0,10.0,42.0,9.745,0.081,0.053,11.942,-1.312,0.079,17.649,14.179,1853,5.12719,2
E09000021,Kingston upon Thames,E01002950,Kingston upon Thames 020E,328625.0,6.0,3.0,5.0,1.0,0.0,5.0,3.0,7.0,8.0,37.0,75.0,17.972,0.144,0.078,20.224,-0.568,-0.189,30.853,13.428,1704,2.73316,1b
E09000021,Kingston upon Thames,E01002951,Kingston upon Thames 003C,782500.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,7.0,14.0,14.0,49.0,5.416,0.056,0.03,0.364,-1.914,-0.944,20.817,21.168,1696,7.41738,2
E09000021,Kingston upon Thames,E01002952,Kingston upon Thames 002A,2600000.0,3.0,6.0,1.0,0.0,0.0,6.0,0.0,2.0,18.0,18.0,54.0,6.26,0.033,0.029,2.881,-1.579,-0.381,29.561,15.757,1557,2.54747,1b
E09000021,Kingston upon Thames,E01002953,Kingston upon Thames 002B,1595000.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,11.0,18.0,45.0,7.065,0.029,0.024,0.641,-1.148,-0.527,35.069,17.212,1486,2.55336,1b
E09000021,Kingston upon Thames,E01002954,Kingston upon Thames 003D,357250.0,16.0,17.0,2.0,2.0,1.0,18.0,3.0,64.0,12.0,79.0,214.0,12.215,0.136,0.043,2.209,-0.191,-0.961,24.581,20.947,1360,14.9587,3
E09000021,Kingston upon Thames,E01002955,Kingston upon Thames 002C,850000.0,6.0,10.0,5.0,1.0,3.0,6.0,1.0,8.0,9.0,30.0,79.0,14.326,0.076,0.048,3.864,-1.018,-0.007,41.23,28.816,1447,4.07878,1b
E09000021,Kingston upon Thames,E01002956,Kingston upon Thames 002D,1175000.0,9.0,13.0,3.0,1.0,1.0,2.0,0.0,5.0,18.0,11.0,63.0,7.327,0.041,0.022,6.959,-1.52,-1.051,32.416,19.606,2051,3.67723,1b
E09000021,Kingston upon Thames,E01002957,Kingston upon Thames 003E,305000.0,7.0,4.0,2.0,3.0,0.0,7.0,0.0,8.0,9.0,43.0,83.0,14.322,0.119,0.066,17.919,-0.994,-0.993,31.273,12.605,1937,4.3066,1b
E09000021,Kingston upon Thames,E01002958,Kingston upon Thames 008C,603000.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,21.0,6.841,0.05,0.038,2.38,-1.423,-0.935,17.811,33.166,1812,5.58528,2
E09000021,Kingston upon Thames,E01002959,Kingston upon Thames 002E,1511600.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,13.0,9.0,6.0,38.0,3.101,0.02,0.022,0.243,-1.827,-1.041,20.021,15.538,1441,3.30159,1b
E09000021,Kingston upon Thames,E01002960,Kingston upon Thames 006B,1025092.5,4.0,7.0,8.0,1.0,0.0,3.0,1.0,13.0,22.0,13.0,72.0,6.07,0.052,0.026,0.84,-1.546,-0.486,20.024,26.646,1699,7.77885,2
E09000021,Kingston upon Thames,E01002961,Kingston upon Thames 008D,887500.0,10.0,4.0,2.0,1.0,0.0,2.0,0.0,7.0,10.0,17.0,53.0,7.367,0.064,0.056,0.863,-0.998,-0.976,18.271,21.137,1632,5.42023,2
E09000021,Kingston upon Thames,E01002962,Kingston upon Thames 006C,597500.0,5.0,2.0,0.0,3.0,0.0,7.0,0.0,3.0,8.0,44.0,72.0,12.943,0.077,0.048,15.908,-1.057,-0.101,23.532,35.122,1817,2.68542,1b
E09000021,Kingston upon Thames,E01002963,Kingston upon Thames 007D,450000.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,21.0,44.0,9.886,0.097,0.039,1.134,-1.149,-1.016,26.938,27.618,1791,9.69181,2
E09000021,Kingston upon Thames,E01002964,Kingston upon Thames 005A,600000.0,16.0,10.0,72.0,7.0,6.0,26.0,9.0,104.0,24.0,135.0,409.0,17.289,0.097,0.052,10.389,-0.346,0.835,28.707,31.232,2915,17.4131,4
E09000021,Kingston upon Thames,E01002965,Kingston upon Thames 009A,645000.0,24.0,23.0,27.0,4.0,1.0,15.0,1.0,53.0,17.0,67.0,232.0,12.957,0.094,0.069,1.64,-0.857,-0.61,32.267,23.819,1937,11.902,3
E09000021,Kingston upon Thames,E01002966,Kingston upon Thames 010C,695000.0,14.0,7.0,6.0,4.0,1.0,4.0,1.0,17.0,11.0,37.0,102.0,9.456,0.066,0.046,1.716,-1.009,-0.577,21.677,35.237,1950,4.66422,1b
E09000021,Kingston upon Thames,E01002967,Kingston upon Thames 009B,522500.0,7.0,8.0,5.0,3.0,1.0,7.0,0.0,12.0,15.0,7.0,65.0,5.324,0.036,0.029,0.597,-1.272,-0.774,24.862,19.887,1946,14.8438,3
E09000021,Kingston upon Thames,E01002968,Kingston upon Thames 009C,526261.0,112.0,37.0,352.0,25.0,19.0,150.0,68.0,1493.0,27.0,452.0,2735.0,14.52,0.058,0.054,3.301,-1.011,0.841,31.28,32.789,3086,28.9117,6a
E09000021,Kingston upon Thames,E01002970,Kingston upon Thames 006D,487475.0,6.0,5.0,5.0,3.0,2.0,7.0,1.0,14.0,11.0,42.0,96.0,21.15,0.124,0.079,16.113,-0.19,0.442,38.025,22.205,1551,5.52709,2
E09000021,Kingston upon Thames,E01002971,Kingston upon Thames 005C,648000.0,11.0,8.0,11.0,1.0,1.0,13.0,4.0,25.0,9.0,35.0,118.0,12.432,0.098,0.055,8.412,-0.66,-0.325,23.539,27.839,1872,9.16555,2
E09000021,Kingston upon Thames,E01002972,Kingston upon Thames 005D,377500.0,10.0,9.0,9.0,4.0,2.0,10.0,2.0,52.0,10.0,59.0,167.0,13.608,0.093,0.053,5.032,-0.493,-0.109,24.328,36.896,2085,21.9308,5
E09000021,Kingston upon Thames,E01002973,Kingston upon Thames 006E,480000.0,4.0,5.0,2.0,3.0,2.0,7.0,2.0,6.0,5.0,44.0,80.0,23.106,0.165,0.094,16.405,-0.073,0.273,33.226,24.708,1417,4.76649,1b
E09000021,Kingston upon Thames,E01002974,Kingston upon Thames 005E,852500.0,9.0,9.0,14.0,0.0,2.0,3.0,2.0,17.0,15.0,25.0,96.0,13.924,0.113,0.075,2.597,-0.94,0.097,24.833,24.255,1884,16.3499,4
E09000021,Kingston upon Thames,E01002975,Kingston upon Thames 012A,736000.0,5.0,13.0,11.0,1.0,2.0,5.0,0.0,5.0,11.0,29.0,82.0,12.123,0.1,0.059,5.92,-1.51,-0.42,27.727,24.758,1465,5.53548,2
E09000021,Kingston upon Thames,E01002976,Kingston upon Thames 015A,585500.0,5.0,7.0,0.0,4.0,1.0,3.0,0.0,5.0,5.0,16.0,46.0,8.143,0.05,0.042,12.221,-1.107,-0.972,25.914,18.763,1719,2.87663,1b
E09000021,Kingston upon Thames,E01002977,Kingston upon Thames 012B,268000.0,19.0,7.0,6.0,5.0,2.0,6.0,4.0,11.0,18.0,33.0,111.0,18.446,0.148,0.098,16.596,-0.711,-0.074,26.181,17.754,1729,6.61485,2
E09000021,Kingston upon Thames,E01002978,Kingston upon Thames 015B,732500.0,4.0,6.0,3.0,2.0,2.0,5.0,2.0,12.0,10.0,31.0,77.0,7.414,0.062,0.053,3.709,-1.527,-0.518,16.851,22.537,1804,10.2614,3
E09000021,Kingston upon Thames,E01002979,Kingston upon Thames 015C,752500.0,4.0,8.0,5.0,1.0,0.0,0.0,0.0,5.0,4.0,22.0,49.0,9.478,0.087,0.064,3.954,-1.286,-0.682,19.618,20.333,1541,5.71697,2
E09000021,Kingston upon Thames,E01002980,Kingston upon Thames 012C,760000.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,12.0,5.0,29.0,7.43,0.042,0.049,6.911,-1.48,-0.553,24.264,19.983,1491,6.15185,2
E09000021,Kingston upon Thames,E01002981,Kingston upon Thames 012D,835000.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,6.0,13.0,18.0,59.0,11.94,0.078,0.057,2.811,-1.109,-0.346,32.293,26.258,1587,4.84664,1b
E09000021,Kingston upon Thames,E01002982,Kingston upon Thames 015D,624000.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,16.0,8.0,11.0,43.0,13.639,0.097,0.063,5.317,-0.645,-0.435,32.003,24.492,1395,6.77607,2
E09000021,Kingston upon Thames,E01002983,Kingston upon Thames 015E,700000.0,1.0,7.0,10.0,0.0,0.0,6.0,1.0,11.0,15.0,18.0,69.0,7.399,0.055,0.038,2.213,-1.6,-0.179,27.262,15.808,1688,5.64901,2
E09000021,Kingston upon Thames,E01002984,Kingston upon Thames 012E,565000.0,10.0,2.0,2.0,0.0,0.0,3.0,2.0,15.0,6.0,27.0,67.0,17.185,0.121,0.092,4.126,-0.364,-0.105,23.267,35.048,1425,9.82914,2
E09000021,Kingston upon Thames,E01002985,Kingston upon Thames 007E,575000.0,10.0,3.0,5.0,2.0,0.0,9.0,1.0,10.0,7.0,30.0,77.0,11.766,0.102,0.036,6.213,-0.847,-0.219,24.373,32.214,1751,9.48606,2
E09000021,Kingston upon Thames,E01002986,Kingston upon Thames 008E,665000.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,16.0,6.0,43.0,12.627,0.082,0.065,5.279,-0.722,-0.416,29.005,26.547,1335,1.74032,1a
E09000021,Kingston upon Thames,E01002987,Kingston upon Thames 011B,417475.0,25.0,14.0,39.0,5.0,1.0,23.0,8.0,138.0,17.0,81.0,351.0,18.608,0.122,0.11,2.634,0.157,-0.303,24.549,28.293,1858,20.759,5
E09000021,Kingston upon Thames,E01002988,Kingston upon Thames 011C,621500.0,7.0,7.0,1.0,2.0,0.0,7.0,5.0,16.0,4.0,30.0,79.0,6.657,0.027,0.022,8.078,-1.142,-0.64,26.118,23.782,2960,10.5,3
E09000021,Kingston upon Thames,E01002989,Kingston upon Thames 011D,570000.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,14.0,14.0,17.0,61.0,8.627,0.033,0.019,0.157,-1.59,0.11,19.235,45.865,1971,15.2118,4
E09000021,Kingston upon Thames,E01002990,Kingston upon Thames 009D,472500.0,2.0,9.0,4.0,1.0,0.0,4.0,1.0,6.0,7.0,23.0,57.0,7.626,0.049,0.032,1.915,-0.975,-0.964,26.031,29.867,1757,18.9405,4
E09000021,Kingston upon Thames,E01002991,Kingston upon Thames 009E,395000.0,7.0,4.0,4.0,2.0,0.0,6.0,1.0,8.0,9.0,18.0,59.0,7.648,0.028,0.027,0.217,-1.106,-0.233,27.184,32.67,1638,8.06871,2
E09000021,Kingston upon Thames,E01002992,Kingston upon Thames 010D,718750.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,13.0,9.0,15.0,56.0,6.631,0.026,0.016,3.696,-1.179,-1.076,32.673,21.199,2672,3.25729,1b
E09000021,Kingston upon Thames,E01002993,Kingston upon Thames 013C,402500.0,4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,11.0,13.0,43.0,10.174,0.074,0.04,1.725,-0.731,-0.298,26.046,30.279,1707,13.2017,3
E09000021,Kingston upon Thames,E01002994,Kingston upon Thames 016A,402500.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,16.0,33.0,7.883,0.056,0.035,1.389,-0.789,-1.146,31.733,17.611,1570,4.76875,1b
E09000021,Kingston upon Thames,E01002995,Kingston upon Thames 013D,435000.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,4.0,9.0,8.0,36.0,5.88,0.034,0.031,0.334,-1.036,-0.392,23.804,21.822,1598,7.28883,2
E09000021,Kingston upon Thames,E01002996,Kingston upon Thames 016B,613000.0,7.0,8.0,2.0,1.0,0.0,3.0,0.0,4.0,18.0,16.0,59.0,7.571,0.044,0.049,1.767,-1.09,-0.077,19.515,25.114,1611,7.88066,2
E09000021,Kingston upon Thames,E01002997,Kingston upon Thames 016C,835000.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,11.0,9.0,17.0,45.0,8.337,0.036,0.05,1.478,-1.281,-0.416,23.388,33.538,1574,8.2064,2
E09000021,Kingston upon Thames,E01002998,Kingston upon Thames 016D,562500.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,7.0,15.0,16.0,50.0,14.437,0.125,0.061,11.913,-0.429,-0.016,21.79,21.699,1647,5.37745,2
E09000021,Kingston upon Thames,E01002999,Kingston upon Thames 013E,401375.0,9.0,10.0,4.0,2.0,2.0,7.0,4.0,15.0,9.0,35.0,97.0,14.372,0.095,0.056,11.395,-0.451,0.263,25.882,25.306,1452,16.8724,4
E09000021,Kingston upon Thames,E01003000,Kingston upon Thames 017C,526000.0,17.0,10.0,5.0,3.0,1.0,13.0,0.0,16.0,22.0,35.0,122.0,19.425,0.138,0.099,17.809,-0.426,0.277,26.331,16.989,1587,2.54443,1b
E09000021,Kingston upon Thames,E01003001,Kingston upon Thames 017D,518000.0,12.0,6.0,5.0,4.0,1.0,4.0,0.0,8.0,27.0,19.0,86.0,12.804,0.068,0.048,11.744,-0.869,0.846,22.472,20.765,1894,5.9546,2
E09000021,Kingston upon Thames,E01003002,Kingston upon Thames 016E,482250.0,9.0,8.0,6.0,2.0,1.0,18.0,3.0,23.0,14.0,50.0,134.0,17.542,0.13,0.076,12.293,-0.699,-0.131,32.024,26.043,1904,5.10982,2
E09000021,Kingston upon Thames,E01003003,Kingston upon Thames 017E,533750.0,23.0,6.0,8.0,3.0,1.0,33.0,5.0,47.0,34.0,132.0,292.0,15.301,0.103,0.063,8.14,-0.661,0.305,22.903,35.512,1731,8.52682,2
E09000021,Kingston upon Thames,E01003004,Kingston upon Thames 018D,563975.0,8.0,3.0,1.0,0.0,0.0,4.0,3.0,9.0,16.0,22.0,66.0,10.869,0.062,0.038,11.619,-1.199,0.013,27.415,27.797,1566,3.17455,1b
E09000021,Kingston upon Thames,E01003005,Kingston upon Thames 018E,467500.0,5.0,5.0,9.0,1.0,0.0,3.0,1.0,2.0,24.0,12.0,62.0,7.542,0.05,0.043,13.874,-1.321,-0.91,22.232,16.929,1612,3.58681,1b
E09000021,Kingston upon Thames,E01003006,Kingston upon Thames 001A,700000.0,4.0,7.0,1.0,0.0,0.0,3.0,0.0,9.0,15.0,15.0,54.0,7.813,0.064,0.06,1.049,-1.005,-0.54,22.204,12.632,1478,4.90209,1b
E09000021,Kingston upon Thames,E01003007,Kingston upon Thames 001B,825000.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,5.0,12.0,7.0,36.0,4.72,0.05,0.037,1.389,-1.871,-0.208,11.668,16.682,1568,4.3341,1b
E09000021,Kingston upon Thames,E01003008,Kingston upon Thames 001C,955000.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,18.0,3.164,0.021,0.019,0.917,-1.459,-0.548,12.37,20.678,1435,4.30716,1b
E09000021,Kingston upon Thames,E01003009,Kingston upon Thames 001D,499990.0,4.0,7.0,1.0,1.0,0.0,4.0,0.0,5.0,13.0,22.0,57.0,9.258,0.081,0.059,1.885,-1.219,-0.727,25.072,16.958,2152,3.55607,1b
